Sample	Rawname	[757] glycolic acid [7.049] Results	[5950] L-alanine 1 [7.4748] Results	[971] oxalic acid [7.883] Results	[1004] phosphoric acid [9.966] Results	[750] glycine [10.456] Results	[439194] glyceric acid [10.735] Results	[5951] L-serine 2 [11.174] Results	[5950] L-alanine 2 [11.182] Results	[439742] beta-cyano-L-alanine [11.288] Results	[6288] L-threonine 2 [11.464] Results	[239] Beta- alanine  1 [12.044] Results	[92824] D-malic acid [12.794] Results	[649] 5,6-dihydrouracil 2 [12.773] Results	[338] salicylic acid [13.075] Results	[5960] aspartic acid 2 [13.207] Results	[7405] L-pyroglutamic acid [13.218] Results	[119] gamma-aminobutyric acid (GABA) [13.326] Results	[5460407] threonic acid [13.652] Results	[51] alpha ketoglutaric acid [13.859] Results	[236] L-asparagine 1 [14.496] Results	[33032] L-glutamic acid 2 [14.398] Results	[135] 4-hydroxybenzoic acid [14.505] Results	[428] 1,3-diaminopropane 1 [14.708] Results	[236] L-asparagine 2 [14.984] Results	[827] ribitol [15.66] Results	[754] glycerol 1-phosphate [16.056] Results	[738] L-glutamine 3 [16.092] Results	[8742] shikimic acid [16.433] Results	[311] citric acid [16.615] Results	[835] dehydroascorbic acid  1 [16.863] Results	[94214] methyl-beta-D-galactopyranoside   [16.935] Results	[6508] quinic acid [17.076] Results	[5984] fructose 1 [17.288] Results	[5984] fructose 2 [17.288] Results	[24749] D-glucose 1 [17.426] Results	[5962] L-lysine 2 [17.643] Results	[24749] D-glucose 2 [17.625] Results	[6057] tyrosine 2 [17.871] Results	[5780] D-sorbitol [17.898] Results	[128869] galactonic acid 2 [18.504] Results	[985] palmitic acid [18.846] Results	[445858] ferulic acid [19.312] Results	[439184] ribulose-5-phosphate 3 [19.603] Results	[892] myo-inositol [19.354] Results	[5281] stearic acid [20.675] Results	[439958] D-glucose-6-phosphate 2 [21.558] Results	[60961] adenosine [23.825] Results	[5988] Sucrose [23.988] Results	[7427] D-(+) trehalose [24.752] Results	[6255] maltose  2 [24.915] Results	[439451] galactinol 2 [26.479] Results
S5A29	251124_003	0.04052969502407704	2.6330256821829856	20.07102728731942	128.77648475120384	2.485553772070626	0.21649277688603533	3.161115569823435	0.7831059390048154	0.6665329052969502	0.29574638844301765	0.07684590690208667	4.930577849117175	3.029093097913323	0.07504012841091492	2.94161316211878	2.9169341894060996	0.06179775280898876	0.23675762439807382	0.06942215088282504	0.06239967897271268	4.425963081861958	0.06882022471910113	0.16292134831460675	3.377808988764045	1.0	0.39125200642054575	0.3573434991974318	0.07223113964686999	7.75	0.012439807383627608	0.23715890850722313	0.1296147672552167	0.45264847512038525	0.2774879614767255	2.1073434991974316	0.13422953451043337	0.3874398073836276	0.3635634028892456	0.6266051364365971	0.18920545746388442	0.8418940609951846	0.11617174959871589	0.5060192616372392	2.667937399678973	0.4943820224719101	0.18298555377207062	0.39787319422150885	242.67395666131623	0.6175762439807384	0.6209871589085072	0.7229133226324238
S5A9	251124_004	0.04873377314322196	0.5475633113428389	20.84124281762077	142.63694403064483	0.9427537773994467	0.18557139816982338	1.8567780378804002	0.5731006597148329	0.44371142796339647	0.3858267716535433	0.053628431581187484	4.321344967014259	2.651840817195148	0.04405192594168972	5.368376250266014	2.0112789955309642	0.10725686316237497	0.2296233241115131	0.05384124281762077	0.07597361140668227	3.2160034049797828	0.07725047882528198	0.1017237710151096	3.734624388167695	1.0	0.30687380293679506	0.1408810385188338	0.10512875079804214	5.665247925090445	0.03064481804639285	0.24026388593317727	0.33070866141732286	0.2706958927431368	0.24090231964247713	0.5613960417110023	0.08278357097254735	0.13364545648010215	0.13641200255373484	0.448606086401362	0.24430729942540966	1.211534369014684	0.04575441583315599	0.5337305809746755	2.4503085762928283	0.8127261119387104	0.19387103639072142	0.2645243668865716	164.11619493509258	0.447116407746329	0.12300489465843796	0.1759948925303256
S4B27	251124_005	0.07660283097418817	0.26283652511795724	0.1359977796280877	182.24229808492922	0.543436025534277	0.28559533721898417	2.4970857618651126	0.7735220649458784	1.1876214265889538	0.3588676103247294	0.10935331668054399	1.5531501526505689	7.165417707466	0.07771301693033583	3.700804884818207	3.969747432694976	0.18512350818762144	0.20593949486538995	0.062170413544268666	0.2941992783791285	9.306133777407716	0.056064390785456567	0.2631140716069942	11.370247016375243	1.0	0.5897862892034416	0.17124618373577574	0.30918678878712186	1.8756591729114627	0.14154870940882597	0.39272828198723286	0.8484596169858452	0.41076880377463226	0.2645018040521787	0.7268942547876769	0.18040521787399388	0.13849569802941994	0.3028032195392728	0.7704690535664724	0.2370247016375243	1.080210935331668	0.08770469053566472	0.7293921731890092	4.025534276991396	0.537052456286428	0.19816819317235637	0.24313072439633637	223.59866777685264	0.7144046627810158	0.12239800166527894	0.17069109075770192
S4B13	251124_006		3.5108565974707706	20.393939393939394	94.74827010260081	2.2815557146265806	0.3970412789310427	2.3631591505607252	1.2798854688618468	0.85635886423288	0.5991410164638511	0.138391791935099	9.501312335958005	5.5461703650680025	0.087568599379623	1.5005965163445478	4.611548556430447	0.10164638511095204	0.29062276306370793	0.10880458124552612	0.2001908852302553	6.526127415891195	0.06132188021951802	0.26246719160104987	7.608446671438798	1.0	0.4970174182772608	0.521832498210451	0.577905034597948	7.304700548795037	0.09878310665712241	0.23216416129801956	1.975423526604629	0.5192078262944405	0.44523979957050824	1.5802910999761393	0.14769744691004533	0.27726079694583633	0.2440944881889764	0.6148890479599141	0.18324982104509663	0.9718444285373419	0.10594130279169649	0.7556669052732045	4.061799093295156	0.6397041278931043	0.15294679074206632	0.2879980911476974	359.90956812216655	0.7721307563827249	0.7718921498449057	0.06728704366499642
S4B25	251124_007	0.03515517714913485	0.5767646251029936	16.06536665751167	127.09750068662456	0.6086240043943971	0.19967042021422687	2.7599560560285634	0.9110134578412524	0.8291678110409229	0.5163416643779182	0.061246910189508376	5.113705026091733	4.220818456468003	0.0804723976929415	3.9008514144465805	3.8780554792639386	0.2172480087887943	0.2554243339741829	0.2054380664652568	0.15133205163416644	4.298544355946168	0.04174677286459764	0.24553694040098875	5.4322988190057675	1.0	0.6124691018950837	0.653117275473771	0.4040098873935732	1.7302938753089812	0.08321889590771767	0.4589398516890964	1.3375446305959902	0.3952210931062895	0.2548750343312277	0.7670969513869816	0.068662455369404	0.15462784949189784	0.1148036253776435	0.7780829442460863	0.19362812414171932	1.2090085141444658	0.13402911288107663	0.8357594067563856	3.87558363087064	0.6322438890414721	0.07058500411974732	0.38093930238945345	304.91980225212853	0.6138423510024719	0.14528975556165888	0.3026641032683329
S4B6	251124_008	0.027357237715803454	1.197078353253652	8.041434262948208	24.543426294820716	0.20717131474103587	0.1604249667994688	0.5229747675962816	0.30172642762284196	0.5083665338645418	0.13784860557768924	0.04037184594953519	1.8815405046480744	3.3742363877822044	0.0897742363877822	0.8602921646746348	1.3253652058432934	1.6212483399734396	0.11420982735723771	0.06852589641434263	0.14289508632138115	1.6260292164674635	0.04966799468791501	0.10464807436918991	3.4318725099601592	1.0	0.27304116865869854	0.1455511288180611	0.0903054448871182	2.413545816733068	0.034528552456839307	0.14873837981407703	0.1258964143426295	2.4746347941567066	1.69269588313413	2.183266932270916	0.1543160690571049	0.3904382470119522	0.16600265604249667	0.32324037184594956	0.09269588313413014	0.9606905710491368	0.03213811420982736	0.450730411686587	1.5173970783532535	0.5383798140770253	0.11845949535192563	0.2539176626826029	29.86905710491368	0.29933598937583	0.09827357237715803	0.08579017264276229
S5A5	251124_009	0.044505306401917154	5.6364258815474155	22.342690859294763	93.03149606299213	0.8545018829168093	0.3108524477918521	1.5977404998288258	1.2916809311879494	0.38959260527216705	0.36460116398493664	0.06915439917836358	9.065046217048955	2.933242040397124	0.09619993153029785	1.7552208147894557	3.5546045874700445	0.12084902430674427	0.3382403286545704	0.08387538514207463	0.07155083875385142	3.1598767545361177	0.06264977747346799	0.2701129750085587	2.577884286203355	1.0	0.4645669291338583	0.2831222184183499	0.10338925025676138	3.0047928791509757	0.02909962341663814	0.3081136597055803	0.2293735022252653	1.0	0.6395070181444711	1.467990414241698	0.2485450188291681	0.3166723724751797	0.1999315302978432	0.7038685381718589	0.25231085244779183	0.9736391646696337	0.09483053748716193	0.6032180760013693	2.2714823690516948	0.5429647381033893	0.10749743238616911	0.3926737418692229	282.52961314618284	0.6480657309140705	0.08695652173913043	0.08079424854501883
S4B32	251124_010	0.026051676275891524	3.4898569293188126	12.889173606662396	64.14776852445014	0.43647234678624813	0.3072816570574418	2.780909673286355	1.1319666880204997	0.2556053811659193	0.38244714926329276	0.08093102711936792	11.376468076019645	2.309417040358744	0.11915438821268418	1.4108477471706171	3.1659192825112106	0.14029468289557975	0.1159513132607303	0.3386717915865898	0.10847747170617125	4.922485586162717	0.08520179372197309	0.1765961990177237	2.1682682041426435	1.0	0.4309203502028614	0.20350202861413624	0.09502455690796498	32.978859705317106	0.022635062993807388	0.3401665598975016	0.16250266922912662	2.261370916079436	1.483450779414905	11.415972667093744	0.26030322442878495	1.0886184070040572	0.28315182575272263	0.8255391842835789	0.12449284646594064	0.772795216741405	0.08840486867392697	0.4029468289557976	2.6128550074738417	0.44458680333119793	0.10143070681187273	0.4817424727738629	286.70489002776	0.9090326713645099	0.08520179372197309	2.3220158018364296
S4B30	251124_011	0.03379451122703561	2.266953957813563	0.24631435699705148	99.96189612156952	0.7303243365842594	0.22272624177818098	2.969154003175323	1.3161714674529372	0.4583805851667045	0.30120208664096165	0.09662054887729644	5.840780222272624	3.0814243592651396	0.08618734406894987	1.5735994556588795	4.026309820821048	0.10637332728509866	0.1152188704921751	0.2029938761623951	0.12224994329779995	5.377863461102291	0.05080517124064414	0.18144704014515764	3.586527557269222	1.0	0.41052392832841916	0.321161261056929	0.11499206169199365	13.617827171694262	0.02358811521887049	0.42844182354275345	0.14198230891358585	1.0596507144477205	0.6638693581310955	3.754366069403493	0.24903606259922886	0.5633930596507144	0.3202540258562032	0.5935586300748469	0.11589929689271944	0.7775005670220004	0.10274438648219551	0.4933091403946473	2.882966659106373	0.41097754592878205	0.11589929689271944	0.38738943070991155	401.647539124518	0.7396234973916987	0.7475618053980494	1.826491267861193
S5A20	251124_012	0.08435286542176433	1.8763683193818417		84.74726336123632	1.436252414681262	0.3048937540244688	2.385061171925306	0.9336767546683837	0.46587250482936254	0.2865421764327109	0.09240180296200902	8.115260785576304	3.7215067611075336	0.10367031551835158	2.4707018673535095	3.9793947198969737	0.1084996780424984	0.3412749517063748	0.07823567289117836	0.14874436574372182	6.2021893110109465	0.08725048293625241	0.1905988409529942	4.1587250482936255	1.0	0.39278815196394073	0.38538312942691566	0.2369607211848036	6.1973599484868	0.027366387636831937	0.2994204764971024	0.53026400515132	1.6448808757244044	1.1200901481004508	1.9359304571796523	0.17224726336123633	0.38763683193818416	0.6886670959433355	0.6406954282034771	0.27269800386349	0.892466194462331	0.07759175788795879	0.6735350933676755	3.5099806825499034	0.6815840309079202	0.29684481648422406	0.4861558274307791	563.9523502897617	0.7128139085640696	0.16773985833869928	0.2607855763039279
